,V00001.png,V00002.png,V00003.png,V00004.png,V00005.png,V00006.png,V00007.png,V00008.png,V00009.png,V00010.png,V00011.png,V00012.png,V00013.png,V00014.png,V00015.png,V00016.png,V00017.png,V00018.png,V00019.png,V00020.png,V00021.png,V00022.png,V00023.png,V00024.png,V00025.png,V00026.png,V00027.png,V00028.png,V00029.png,V00030.png
V00001.png,1.0,0.8281367814112843,0.7710670024921241,0.6773202876675692,0.6521255943145572,0.6706412875544867,0.6635954547355296,0.6507622016748379,0.7035542794245054,0.7230882362032381,0.6883844138132942,0.6999660458370581,0.7684663100428313,0.7837060937759235,0.7680275869577604,0.7718279018065306,0.7068081328122574,0.7054685401701967,0.6216524264024523,0.6021530575904243,0.6560713953505102,0.6214517720639027,0.6282761694882556,0.6253093191620958,0.648260896278427,0.685825279492643,0.672675451649031,0.5539741127823169,0.6700404015077595,0.6537448662563351
V00002.png,0.8281367814112843,1.0,0.782296464809098,0.7026733209963135,0.667818883051073,0.6835840535571853,0.6766044484581214,0.6690124217015433,0.719219867705151,0.7274756764915392,0.6853905536350974,0.7024750969853722,0.7734205861645455,0.7526354835898541,0.7872562651872039,0.7943954973248729,0.7167678767293755,0.7178934684299235,0.621680600531392,0.6163754418193761,0.6672274132455374,0.6287839979739587,0.6376179187225304,0.6372250256099448,0.65479297607081,0.6942678745916298,0.6668748264023835,0.5676427398194034,0.6671333754373595,0.6596626008963882
V00003.png,0.7710670024921241,0.782296464809098,1.0,0.6999500580610604,0.722433002255491,0.7102899198171054,0.72126304497492,0.6814706404142108,0.7219821714856391,0.7471018318116033,0.6880862615597737,0.6930421923068933,0.7766685680324628,0.7403866703845245,0.7339281871918574,0.7497856485700273,0.729685005587921,0.7221729180439459,0.6323966279399499,0.627398814631632,0.6824201926506509,0.6593887156493431,0.663219763953085,0.6649669570241086,0.6753276458842845,0.7016380139263156,0.6838999105138831,0.5923387197743551,0.6875239212727962,0.6699485554427135
V00004.png,0.6773202876675692,0.7026733209963135,0.6999500580610604,1.0,0.8333317663601583,0.7785697762462224,0.7715823278298272,0.7815965587083814,0.7634318753407658,0.7731674728862664,0.8017444107921864,0.7868460798381235,0.7550689450671066,0.7278189256951634,0.7639542564973001,0.7588464643151683,0.7571374549324168,0.794334730721355,0.7115042542663406,0.6992359484232733,0.6930118683590948,0.6997887771170143,0.7088937551028793,0.7112192053118956,0.6580879309854133,0.6809503107676048,0.6689031150582374,0.702727749827275,0.6724682008798891,0.6675126326259276
V00005.png,0.6521255943145572,0.667818883051073,0.722433002255491,0.8333317663601583,1.0,0.7988903709080656,0.7812072577944428,0.7599818350422629,0.7448580764294511,0.7696142673426817,0.770780001800568,0.7698206976776489,0.7369630214215426,0.7150797606048129,0.7205105284486453,0.7232008961687368,0.7610535928396237,0.7651624938926769,0.7156711214218772,0.7167219206342947,0.6946137601644665,0.7319236227962831,0.7333199659914893,0.7342825729997425,0.6811897267907132,0.6869775439167433,0.6788980652386305,0.7194127749447878,0.6797463427979181,0.6790917663651339
V00006.png,0.6706412875544867,0.6835840535571853,0.7102899198171054,0.7785697762462224,0.7988903709080656,1.0,0.7991358367522163,0.7836693586846406,0.7362765862123998,0.7549155583279458,0.7588051042600736,0.7574581664560684,0.7619755529860263,0.7339503655199945,0.7361668600208965,0.7334315373087764,0.7672567249574791,0.754240794139546,0.6821206929030582,0.7054444464061967,0.6826186413397325,0.7072110068286497,0.7116431775749804,0.7103013541321448,0.6652838757239106,0.6840201872814821,0.6587789653888664,0.710331641510829,0.66991262783449,0.6603401912009084
V00007.png,0.6635954547355296,0.6766044484581214,0.72126304497492,0.7715823278298272,0.7812072577944428,0.7991358367522163,1.0,0.843447632933956,0.7598796597472943,0.7548898791348816,0.7830139381073462,0.8022662198785376,0.7488664876836645,0.7365216327380781,0.7454924472410578,0.7237008245037242,0.7494735930271317,0.7464521445102981,0.6821933909710034,0.6850453170812738,0.6787731898315921,0.7178924431128995,0.7168088658437008,0.7144747299019172,0.6380598947913702,0.6588459658037263,0.6510752343616165,0.7015901109002893,0.6636859354480845,0.653321782742257
V00008.png,0.6507622016748379,0.6690124217015433,0.6814706404142108,0.7815965587083814,0.7599818350422629,0.7836693586846406,0.843447632933956,1.0,0.7425655670820155,0.7627246360068899,0.7762951618117347,0.811275828718214,0.7308576281000347,0.7278631512711139,0.7466115003107671,0.7308303458394801,0.7413614581275159,0.7460379868314493,0.6538691923325315,0.6574066027003589,0.6405720178285429,0.6800452863560631,0.6880212128105921,0.6866724122338964,0.6096344676157259,0.6307136556395267,0.6178294840457388,0.6866622077191675,0.6242873603296255,0.620990724519209
V00009.png,0.7035542794245054,0.719219867705151,0.7219821714856391,0.7634318753407658,0.7448580764294511,0.7362765862123998,0.7598796597472943,0.7425655670820155,1.0,0.7745548661917728,0.8062236618439697,0.7747240859346542,0.788939286504437,0.7478402238339894,0.7447548537476263,0.7449071917368233,0.7610036148989675,0.7511471175117127,0.6661042172171919,0.6534454794092164,0.6820528925786744,0.6834182785042375,0.6876172844183405,0.6883021580944735,0.6365170885211675,0.6590463191656665,0.6602357512995994,0.6618411772119103,0.6519451382479482,0.6478949478092348
V00010.png,0.7230882362032381,0.7274756764915392,0.7471018318116033,0.7731674728862664,0.7696142673426817,0.7549155583279458,0.7548898791348816,0.7627246360068899,0.7745548661917728,1.0,0.7571618393150578,0.7538541955153034,0.7710404095861502,0.7492683902386821,0.7552328755260431,0.7789909576060495,0.776898666873994,0.784407523025275,0.6742724647911406,0.6707938211626026,0.6840371239891466,0.6957739484303531,0.7026963894286137,0.7021787987891303,0.661397262204708,0.6905888960143638,0.6846868747644691,0.6583479101904841,0.660958656673588,0.6592904511192353
V00011.png,0.6883844138132942,0.6853905536350974,0.6880862615597737,0.8017444107921864,0.770780001800568,0.7588051042600736,0.7830139381073462,0.7762951618117347,0.8062236618439697,0.7571618393150578,1.0,0.8095005748038006,0.7623383572719733,0.7763201369873809,0.7457036578528348,0.7363343845592561,0.7569986264936686,0.7572793316774121,0.7027177649427336,0.7038542729572905,0.7021748956801643,0.7201116405029747,0.7235169253351553,0.7218851051208552,0.6603347569129626,0.6829926202409461,0.6759199918977535,0.714398321332237,0.6758948787703928,0.6760619122123972
V00012.png,0.6999660458370581,0.7024750969853722,0.6930421923068933,0.7868460798381235,0.7698206976776489,0.7574581664560684,0.8022662198785376,0.811275828718214,0.7747240859346542,0.7538541955153034,0.8095005748038006,1.0,0.7486540550146484,0.7632501821297901,0.782311801258694,0.761252937326416,0.745633086432831,0.755323491115629,0.6883857793452,0.6841686142390946,0.681224367009749,0.6960641457919879,0.7002520067192778,0.6974432649999902,0.6393752058964767,0.6679767621414581,0.6621489147688999,0.707172594509155,0.6578206315365632,0.6521039948388657
V00013.png,0.7684663100428313,0.7734205861645455,0.7766685680324628,0.7550689450671066,0.7369630214215426,0.7619755529860263,0.7488664876836645,0.7308576281000347,0.788939286504437,0.7710404095861502,0.7623383572719733,0.7486540550146484,1.0,0.8285025502916934,0.8143614405236755,0.7939521723806422,0.7761436054366012,0.7592944970352421,0.6790746493161256,0.6789899768197197,0.7218380178679094,0.6933157201963653,0.695797712140513,0.6985105706171569,0.6974218333446354,0.7193310029063371,0.7084916463323876,0.6449694043171317,0.7165007763271765,0.7099957564965934
V00014.png,0.7837060937759235,0.7526354835898541,0.7403866703845245,0.7278189256951634,0.7150797606048129,0.7339503655199945,0.7365216327380781,0.7278631512711139,0.7478402238339894,0.7492683902386821,0.7763201369873809,0.7632501821297901,0.8285025502916934,1.0,0.8141268773757229,0.7770034656717878,0.7700895871369653,0.7519021222114618,0.6888270532634413,0.691064472716732,0.721352133947355,0.6958095251794525,0.7014969997435605,0.698020865518612,0.6972477452192297,0.7275098167218054,0.7142383488411166,0.655161837018535,0.715676886023182,0.7108575240333997
V00015.png,0.7680275869577604,0.7872562651872039,0.7339281871918574,0.7639542564973001,0.7205105284486453,0.7361668600208965,0.7454924472410578,0.7466115003107671,0.7447548537476263,0.7552328755260431,0.7457036578528348,0.782311801258694,0.8143614405236755,0.8141268773757229,1.0,0.8243098457571875,0.7621205843564884,0.7802414447558048,0.6860421612496351,0.6772843758399573,0.7136260918466436,0.6803328367140049,0.6850766735720785,0.6867618600428975,0.6799963242460363,0.7081029373884602,0.7086135483353344,0.6515684347626803,0.7111948632119203,0.7078809694370095
V00016.png,0.7718279018065306,0.7943954973248729,0.7497856485700273,0.7588464643151683,0.7232008961687368,0.7334315373087764,0.7237008245037242,0.7308303458394801,0.7449071917368233,0.7789909576060495,0.7363343845592561,0.761252937326416,0.7939521723806422,0.7770034656717878,0.8243098457571875,1.0,0.7727885414665914,0.7744620197466816,0.6883031481074148,0.6789695574773692,0.7274398817261553,0.6908067633092164,0.6937070089206362,0.6892541355532824,0.710162035241145,0.736118782346342,0.71623042112596,0.6481918916225055,0.7147170202113015,0.7039400109346928
V00017.png,0.7068081328122574,0.7167678767293755,0.729685005587921,0.7571374549324168,0.7610535928396237,0.7672567249574791,0.7494735930271317,0.7413614581275159,0.7610036148989675,0.776898666873994,0.7569986264936686,0.745633086432831,0.7761436054366012,0.7700895871369653,0.7621205843564884,0.7727885414665914,1.0,0.8245169807098033,0.7204021385892527,0.7092398993793856,0.7311430692505284,0.7335099343135759,0.7341463066252073,0.7313724462465692,0.7096395040478838,0.7327788786673044,0.7208620411637415,0.6853430035842115,0.7147895780420453,0.6940596802997197
V00018.png,0.7054685401701967,0.7178934684299235,0.7221729180439459,0.794334730721355,0.7651624938926769,0.754240794139546,0.7464521445102981,0.7460379868314493,0.7511471175117127,0.784407523025275,0.7572793316774121,0.755323491115629,0.7592944970352421,0.7519021222114618,0.7802414447558048,0.7744620197466816,0.8245169807098033,1.0,0.7304802525694893,0.7093342555953112,0.7225211595095729,0.7193602002374158,0.7324489980425475,0.7277323417758405,0.6951496163815086,0.717279005515126,0.7121556762516904,0.6899902029327288,0.7075052256641884,0.6963668276413453
